25.959296, 80.142542, 0, 23
25.959629, 80.142688, 0, 23
25.959783, 80.142632, 0, 12
25.959937, 80.142902, 315, 34
25.960108, 80.143310, 315, 34
25.960084, 80.143856, 270, 12
25.959995, 80.144162, 225, 43
25.959863, 80.144424, 225, 43
25.959711, 80.144734, 225, 43
25.959736, 80.144846, 315, 12
25.959899, 80.144926, 315, 56
25.960024, 80.144981, 315, 0
25.960024, 80.144981, 315, 0
25.960024, 80.144981, 315, 0
25.960024, 80.144981, 315, 0
25.960024, 80.144981, 315, 0
25.960024, 80.144981, 315, 0
25.960024, 80.144981, 315, 0
25.960187, 80.145235, 225, 33
25.960033, 80.145796, 225, 43
25.959935, 80.146424, 225, 12
25.959917, 80.146748, 225, 33
25.959754, 80.147084, 225, 12
25.959421, 80.147086, 180, 64
25.959018, 80.147073, 180, 55
25.958391, 80.147091, 180, 0
25.958391, 80.147091, 180, 0
25.958391, 80.147091, 180, 0
25.958391, 80.147091, 180, 0
25.958391, 80.147091, 180, 0
25.958391, 80.147091, 180, 0
25.958026, 80.147056, 180, 34
25.957693, 80.147064, 180, 32
25.957216, 80.146998, 180, 0
25.957216, 80.146998, 180, 0
25.957216, 80.146998, 180, 0
25.957216, 80.146998, 180, 0
25.957216, 80.146998, 180, 0
25.957216, 80.146998, 180, 0
25.956830, 80.146982, 180, 54
25.956295, 80.146933, 180, 12
25.955798, 80.146896, 180, 23
25.955398, 80.146874, 180, 0
25.955398, 80.146874, 180, 0
25.955398, 80.146874, 180, 0
25.955398, 80.146874, 180, 0
25.955398, 80.146874, 180, 0
25.955398, 80.146874, 180, 0
25.955138, 80.146809, 135, 23
25.955026, 80.146573, 135, 32
25.955031, 80.146096, 90, 12
25.954998, 80.145512, 90, 88
25.954882, 80.144986, 135, 11
25.954602, 80.144337, 135, 43
25.954602, 80.144337, 135, 22
25.953976, 80.143271, 135, 46
25.953668, 80.142730, 135, 112
25.953422, 80.142071, 135, 76
25.953283, 80.141353, 135, 76
25.953244, 80.140720, 90, 87
25.953321, 80.140011, 90, 86
25.953402, 80.139482, 90, 76
25.953537, 80.138719, 90, 12
25.953719, 80.137940, 45, 34
25.953911, 80.137031, 45, 12
25.954036, 80.136065, 45, 23
25.954210, 80.135222, 45, 21
25.954355, 80.134438, 45, 33
25.954457, 80.133949, 45, 32
25.954350, 80.133724, 135, 23
25.954157, 80.133660, 180, 12
25.954162, 80.133676, 180, 0
25.954012, 80.133826, 225, 0 
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954012, 80.133826, 225, 0
25.954046, 80.133633, 90, 5
25.954095, 80.133504, 90, 23
25.954225, 80.133563, 0, 10
25.954447, 80.133590, 0, 0
25.954447, 80.133590, 0, 0
25.954447, 80.133590, 0, 0
25.954447, 80.133590, 0, 0
25.954447, 80.133590, 0, 0
25.954447, 80.133590, 0, 0
25.954447, 80.133590, 0, 0
25.954577, 80.133509, 45, 32
25.954674, 80.133144, 90, 23
25.954828, 80.132505, 90, 12
25.954930, 80.131909, 90, 34
25.954988, 80.131243, 90, 54
25.955017, 80.130647, 90, 4
25.954973, 80.129923, 90, 34
25.954954, 80.129193, 45, 34
25.955374, 80.129128, 0, 34
25.955495, 80.129434, 315, 34
25.955577, 80.129907, 270, 23
25.955581, 80.130782, 270, 13
25.955557, 80.131640, 270, 32
25.955432, 80.132594, 270, 12
25.955177, 80.133654, 225, 23
25.954893, 80.134779, 225, 1
25.954642, 80.135753, 225, 45
25.954392, 80.136771, 225, 64
25.954218, 80.137671, 225, 75
25.954088, 80.138282, 225, 12
25.954088, 80.138282, 225, 0
25.954088, 80.138282, 225, 0
25.954088, 80.138282, 225, 0
25.954088, 80.138282, 225, 0
25.954088, 80.138282, 225, 0
25.954088, 80.138282, 225, 0
25.954088, 80.138282, 225, 0
25.954088, 80.138282, 225, 0
25.954146, 80.138480, 315, 123
25.954449, 80.138566, 315, 23
25.954864, 80.138706, 315, 21
25.955321, 80.138871, 315, 23
25.955981, 80.139069, 315, 15
25.956645, 80.139229, 315, 56
25.957032, 80.139288, 315, 0
25.957032, 80.139288, 315, 0
25.957032, 80.139288, 315, 0
25.957032, 80.139288, 315, 0
25.957032, 80.139288, 315, 0
25.957032, 80.139288, 315, 0
25.957032, 80.139288, 315, 0
25.957187, 80.139369, 315, 65
25.957257, 80.139525, 270, 34
25.957213, 80.139753, 225, 34
25.957160, 80.139946, 225, 34
25.957192, 80.140115, 315, 23
25.957269, 80.140246, 315, 0
25.957269, 80.140246, 315, 0
25.957269, 80.140246, 315, 0
25.957269, 80.140246, 315, 0
25.957382, 80.140340, 315, 34
25.957597, 80.140447, 315, 34
25.957846, 80.140556, 315, 31
25.958073, 80.140708, 315, 32
25.958282, 80.140826, 315, 56
25.958458, 80.141225, 315, 23
25.958619, 80.141464, 315, 12
25.958931, 80.141766, 315, 45
25.959107, 80.141948, 315, 64
25.959183, 80.142032, 315, 23
25.959183, 80.142032, 315, 32
25.959183, 80.142032, 315, 12
25.959183, 80.142032, 315, 34
25.959143, 80.142128, 225, 43
25.959097, 80.142197, 225, 12
25.959118, 80.142291, 315, 42
25.959198, 80.142353, 315, 54
25.959252, 80.142462, 315, 67
25.959268, 80.142545, 315, 0
25.959268, 80.142545, 315, 0
25.959268, 80.142545, 315, 0
25.959268, 80.142545, 315, 0
25.959268, 80.142545, 315, 0
25.959268, 80.142545, 315, 0
25.959268, 80.142545, 315, 0
25.959268, 80.142545, 315, 0
25.959268, 80.142545, 315, 0
